term,entropy
뮤직 ##비디오,2.5796204140700887
세 ##라프,2.579350470531102
악인 ##이,2.579166413549107
소녀 ##들,2.5791165041175956
지명 ##하,2.5785525509903358
몇 ##십,2.5785423764993705
미행 ##하,2.5776931023659504
행동 ##하,2.5774258132491683
입학 ##하,2.5772344433803838
재 ##도전,2.576342571461335
참가 ##하,2.5762654934257165
공개 ##하,2.5761931021321125
팬 ##이,2.5759199870765337
추적 ##하,2.5756928979390916
맞 ##아 ##죽,2.5756096238877833
양손 ##무기,2.5753578932301755
한 ##신,2.5753007159453905
바람 ##이,2.574951518731253
취득 ##하,2.574826440322734
이탈 ##하,2.5746793540273285
누 ##킹,2.57442970972462
키워 ##주,2.5744297097246194
열 ##어 ##주,2.5741738533418164
생산 ##건물,2.5741480608586267
두 ##바이,2.57413369650678
브 ##로리,2.573724561176412
출시 ##하,2.573651506861552
유혹 ##하,2.5735839943699554
팀 ##이,2.573441246766058
관련 ##기사,2.573183511394926
라 ##노벨,2.572940948607734
산 ##이,2.5728160878719235
재 ##생산,2.5725890347511395
계열 ##이,2.5722166401811424
가짜 ##뉴스,2.5715917645753334
전공 ##자,2.571424119284025
경찰 ##이,2.5713812670148934
투표 ##하,2.571179680268258
부탁 ##하,2.5709868142222665
한국인 ##이,2.570749410105524
그만 ##하,2.5705208154158723
몰 ##빵,2.5704085927439455
이 ##모탈,2.570281285762038
여기 ##있,2.570281285762038
케이 ##팝,2.5702812857620376
수정 ##이,2.570223120602395
참여 ##하,2.569951090069989
매입 ##하,2.569697174989219
전멸 ##하,2.5693117182785254
술 ##식,2.568958988649973
반환 ##하,2.5689498468086676
전용 ##장비,2.56868491863888
암살 ##하,2.5683843483094293
포 ##커싱,2.5673405182470357
한계 ##돌파,2.567150507890699
메인 ##딜러,2.567068476842917
스 ##쿼,2.5670464544742844
카드 ##화,2.5670464544742844
나눠 ##주,2.566963694980115
떼 ##어 ##놓,2.5668818797873385
야구 ##선수,2.566659106443147
따라 ##큐,2.5665577062569347
안내 ##하,2.5661524242972256
평정 ##하,2.5661020948276416
운영 ##체제,2.565392799988776
독 ##이,2.564949357461537
맹세 ##하,2.5648776908071365
수사 ##하,2.56478641518802
양 ##이,2.5646004535386338
스 ##웜,2.564325603332614
치 ##유사,2.563996733309198
진실 ##이,2.563868928381608
얻 ##어 ##내,2.563843769309981
애 ##쉬,2.5635242250256782
보병 ##이,2.5635194371392727
두 ##배,2.5634024219556593
청구 ##하,2.5631698306775768
